rainfall,temperature,soil_type,land_hectares,yield_tons,crop
980.52,26.14,Black,7.28,30.53,Cotton
666.05,37.85,Loamy,6.83,36.5,Rice
581.52,20.24,Sandy,8.31,22.21,Maize
620.75,38.59,Black,2.66,23.03,Sunflower
473.68,25.99,Sandy,2.94,22.41,Watermelon
662.28,31.34,Sandy,1.32,18.92,Cucumber
598.87,36.28,Black,8.94,33.88,Sunflower
629.32,37.48,Red,1.16,17.82,Pulses
337.27,39.44,Clay,4.77,28.13,Lentils
1129.28,20.01,Black,9.07,36.89,Cotton
943.6,36.02,Red,8.2,36.43,Groundnut
522.46,35.53,Clay,7.92,32.39,Barley
1167.59,30.45,Red,9.73,42.03,Sorghum
510.59,18.35,Black,7.22,24.63,Soybean
638.89,38.63,Sandy,8.79,37.24,Peanut
514.25,17.71,Loamy,6.92,23.66,Tomato
607.99,33.86,Black,0.92,20.32,Soybean
1095.85,35.05,Black,2.71,25.88,Chickpeas
1069.96,19.49,Clay,9.03,31.9,Lentils
757.38,19.54,Sandy,7.23,31.15,Cucumber
1064.58,29.39,Black,4.7,25.85,Cotton
1196.01,35.87,Loamy,1.42,22.37,Tomato
1109.64,38.19,Red,2.87,28.33,Millet
443.09,29.78,Clay,4.57,24.23,Wheat
1152.33,28.45,Loamy,6.88,29.65,Potato
222.22,35.15,Loamy,7.11,25.11,Rice
314.13,39.3,Sandy,6.46,26.1,Cucumber
951.12,26.1,Clay,3.61,27.49,Barley
413.37,18.8,Red,5.91,23.54,Pulses
267.16,37.28,Red,8.08,26.75,Groundnut
783.25,29.87,Loamy,9.89,35.84,Potato
358.65,28.71,Black,9.65,33.75,Chickpeas
396.06,35.04,Black,3.94,20.15,Cotton
449.59,26.61,Red,8.42,32.45,Sorghum
724.08,26.28,Loamy,2.81,18.87,Rice
1028.63,30.49,Red,7.29,30.66,Pulses
256.39,31.96,Clay,9.84,25.62,Barley
384.48,18.44,Clay,7.85,24.95,Wheat
1109.2,28.75,Red,7.7,35.2,Pulses
390.95,28.44,Black,2.65,20.49,Soybean
240.65,21.11,Red,1.77,16.28,Millet
672.62,15.25,Sandy,5.33,22.41,Peanut
380.74,33.74,Black,3.98,24.34,Cotton
690.53,21.39,Loamy,4.1,25.18,Tomato
412.69,25.72,Loamy,4.4,22.62,Sugarcane
805.2,17.11,Clay,2.91,22.94,Lentils
332.61,19.28,Red,1.83,9.8,Millet
298.86,21.55,Red,3.78,19.04,Sorghum
225.17,37.21,Loamy,4.9,24.83,Tomato
670.02,27.72,Red,9.62,30.43,Groundnut
986.25,39.92,Red,6.5,33.08,Groundnut
291.98,39.9,Loamy,7.59,26.16,Sugarcane
672.43,18.39,Red,2.21,23.49,Sorghum
1038.92,31.67,Red,7.8,33.95,Groundnut
635.86,21.24,Red,1.88,21.46,Pulses
397.34,23.26,Clay,7.84,24.07,Barley
356.42,37.98,Red,4.25,25.42,Millet
547.81,24.5,Sandy,6.67,24.95,Peanut
1156.47,32.85,Red,9.53,34.89,Millet
307.34,36.42,Black,4.59,20.87,Chickpeas
949.75,36.27,Black,8.9,33.72,Chickpeas
742.65,37.01,Loamy,2.85,22.56,Sugarcane
864.41,34.56,Red,6.25,33.54,Millet
891.6,18.44,Red,4.75,26.24,Groundnut
656.8,23.54,Loamy,6.63,28.75,Tomato
1033.92,25.87,Sandy,7.23,34.34,Cucumber
702.2,18.82,Loamy,9.83,31.75,Rice
334.67,32.04,Sandy,3.54,15.22,Peanut
334.6,23.06,Clay,7.02,24.67,Mustard
1114.54,35.42,Clay,4.39,26.15,Wheat
1063.17,15.77,Sandy,2.25,12.29,Cucumber
876.58,18.83,Black,9.85,35.94,Soybean
241.87,39.43,Sandy,9.14,28.61,Maize
904.4,30.16,Black,1.69,23.63,Soybean
235.76,37.95,Red,7.18,24.52,Pulses
1115.5,38.57,Sandy,8.34,35.47,Cucumber
982.11,18.62,Red,7.11,29.75,Pulses
816.52,21.51,Red,8.6,28.46,Sorghum
1162.2,35.6,Loamy,5.13,36.08,Potato
454.84,38.99,Clay,4.44,23.49,Wheat
273.67,24.93,Sandy,2.22,19.08,Peanut
947.99,39.85,Red,3.07,23.34,Groundnut
211.39,29.43,Black,9.0,30.26,Chickpeas
653.01,15.31,Sandy,7.6,25.05,Maize
310.8,29.92,Red,9.63,30.8,Pulses
435.99,25.39,Loamy,4.52,23.49,Sugarcane
1084.63,18.07,Loamy,3.52,24.57,Rice
915.3,35.22,Loamy,5.91,32.55,Tomato
917.11,19.89,Red,2.7,17.72,Pulses
1025.64,36.31,Sandy,9.49,36.73,Watermelon
286.52,16.3,Clay,8.97,22.26,Lentils
665.62,34.01,Sandy,1.74,19.83,Maize
804.33,39.15,Loamy,0.86,21.87,Sugarcane
937.72,23.06,Loamy,4.87,30.63,Potato
1124.05,25.92,Red,7.13,26.87,Pulses
1092.06,23.64,Black,1.29,25.1,Sunflower
687.12,39.79,Sandy,7.96,34.35,Watermelon
593.38,21.27,Black,4.68,21.7,Sunflower
1018.41,32.6,Red,2.18,28.96,Millet
721.32,24.73,Black,3.05,18.34,Chickpeas
460.42,31.2,Red,5.72,24.26,Millet
1101.85,25.09,Black,8.52,32.77,Soybean
839.4,20.24,Red,4.58,23.56,Sorghum
393.69,37.22,Loamy,2.85,13.06,Sugarcane
207.36,20.22,Loamy,3.09,13.66,Rice
1041.85,37.18,Clay,7.14,38.29,Wheat
1000.18,18.4,Sandy,1.75,17.34,Peanut
392.18,22.25,Loamy,6.1,23.11,Potato
1186.54,18.32,Loamy,1.85,19.26,Sugarcane
415.21,38.1,Clay,3.54,23.09,Mustard
561.47,22.11,Loamy,7.39,24.64,Potato
293.78,37.62,Loamy,3.13,23.81,Tomato
792.38,18.72,Red,8.46,31.8,Sorghum
456.78,38.73,Black,3.22,22.74,Sunflower
233.82,36.53,Sandy,0.87,11.34,Cucumber
687.37,20.84,Clay,0.91,16.37,Wheat
253.64,19.97,Clay,9.61,26.41,Mustard
470.67,24.39,Clay,8.15,31.11,Mustard
1066.66,22.55,Loamy,1.81,22.17,Potato
1097.66,18.36,Loamy,0.6,20.65,Sugarcane
834.56,33.87,Clay,1.03,20.33,Mustard
839.82,35.53,Red,2.38,22.38,Sorghum
265.17,39.3,Black,9.99,35.46,Soybean
1133.54,26.85,Red,5.71,33.33,Millet
893.82,29.14,Clay,6.1,27.08,Wheat
234.83,21.49,Loamy,5.21,22.08,Rice
1152.49,39.98,Red,7.75,41.78,Pulses
617.08,38.5,Clay,6.23,28.87,Barley
642.61,34.01,Loamy,2.49,28.92,Tomato
1058.21,37.96,Black,4.64,31.14,Sunflower
343.87,39.36,Clay,5.6,27.14,Mustard
1069.74,26.71,Sandy,7.12,33.12,Cucumber
396.86,18.07,Red,9.72,28.41,Pulses
274.47,28.21,Loamy,5.69,23.83,Potato
1100.26,27.36,Black,8.48,32.84,Sunflower
1080.22,35.95,Loamy,5.25,36.2,Tomato
799.87,34.8,Red,4.98,24.24,Pulses
902.63,29.62,Sandy,9.18,40.04,Maize
510.31,24.0,Red,9.07,27.06,Millet
797.29,15.08,Clay,3.6,20.28,Wheat
694.87,27.75,Sandy,0.51,14.32,Cucumber
1191.66,34.26,Black,8.74,41.33,Cotton
452.83,32.1,Clay,8.93,28.93,Mustard
605.64,17.12,Red,2.03,14.15,Sorghum
384.88,15.07,Black,3.0,22.9,Sunflower
270.2,33.62,Sandy,3.4,19.65,Peanut
377.37,31.91,Red,1.76,12.25,Pulses
239.0,23.88,Sandy,6.9,23.23,Watermelon
245.22,39.29,Black,2.44,18.27,Chickpeas
275.55,27.78,Black,0.86,9.11,Chickpeas
801.23,19.09,Red,8.11,32.16,Sorghum
405.08,20.93,Black,4.39,20.07,Chickpeas
1093.63,37.73,Sandy,1.92,26.31,Peanut
345.7,35.14,Red,5.07,26.68,Millet
1125.89,37.88,Loamy,7.83,34.99,Rice
395.51,17.52,Sandy,8.83,26.86,Peanut
1088.39,16.89,Sandy,4.29,27.03,Maize
1107.26,35.0,Red,7.6,38.97,Millet
1174.85,31.57,Red,6.3,34.09,Sorghum
948.67,39.5,Clay,0.95,27.27,Barley
711.56,22.15,Clay,5.73,31.92,Lentils
433.4,32.37,Clay,4.22,22.52,Wheat
639.31,28.61,Loamy,1.36,14.8,Sugarcane
298.1,20.54,Black,3.34,12.41,Chickpeas
380.98,23.62,Clay,2.87,18.7,Wheat
1156.07,22.81,Black,4.54,29.6,Sunflower
833.19,36.15,Red,4.15,23.9,Millet
1125.37,15.86,Sandy,1.77,20.09,Watermelon
484.82,26.64,Loamy,7.92,30.4,Rice
790.67,33.09,Red,8.88,30.83,Groundnut
1197.75,28.95,Red,4.85,25.88,Pulses
262.15,29.86,Clay,2.62,13.07,Lentils
303.96,20.4,Clay,2.8,16.44,Wheat
930.01,24.75,Clay,5.59,31.05,Barley
722.25,22.02,Loamy,9.33,31.96,Potato
455.41,20.19,Clay,3.92,24.01,Barley
1196.74,30.5,Loamy,6.94,28.85,Potato
938.62,22.3,Black,3.52,16.63,Soybean
706.53,26.46,Loamy,4.64,20.01,Potato
391.01,33.04,Red,2.36,14.39,Millet
1107.6,36.29,Sandy,6.32,32.19,Cucumber
773.54,33.36,Sandy,6.12,32.56,Maize
995.87,17.02,Black,6.0,31.08,Chickpeas
437.3,37.72,Black,4.36,20.06,Sunflower
452.54,26.44,Clay,8.24,27.48,Mustard
826.13,38.41,Black,2.33,28.12,Chickpeas
530.66,31.6,Loamy,3.53,16.04,Rice
1080.88,39.57,Black,2.32,22.67,Chickpeas
272.37,25.09,Clay,3.62,17.55,Barley
947.11,29.51,Sandy,6.67,35.99,Maize
551.9,35.15,Sandy,3.49,23.38,Watermelon
1025.14,22.95,Sandy,1.99,20.86,Maize
246.87,37.97,Sandy,4.08,23.63,Cucumber
246.14,32.42,Loamy,2.84,23.49,Rice
394.66,38.47,Sandy,7.26,32.24,Watermelon
1047.69,22.97,Black,2.28,22.62,Sunflower
1011.05,35.45,Red,5.57,30.66,Pulses
305.95,28.13,Red,6.88,23.15,Pulses
763.5,36.26,Black,4.48,28.55,Sunflower
1054.68,36.78,Red,2.57,24.74,Groundnut
1066.46,30.44,Loamy,1.62,21.88,Potato
642.66,35.36,Clay,3.17,22.12,Barley
1178.66,19.21,Sandy,7.77,30.99,Maize
262.72,22.48,Loamy,9.27,33.18,Tomato
519.0,25.68,Red,1.85,18.71,Sorghum
1102.69,31.48,Loamy,7.2,34.75,Sugarcane
1160.36,23.27,Loamy,4.02,23.0,Rice
495.55,27.44,Sandy,8.74,32.07,Watermelon
810.45,18.44,Black,6.76,28.43,Sunflower
959.42,27.76,Sandy,0.63,14.38,Cucumber
792.33,38.31,Loamy,6.87,32.34,Potato
1066.6,20.2,Loamy,9.87,36.1,Potato
614.39,17.47,Red,4.68,16.05,Sorghum
1024.61,35.24,Black,3.33,33.83,Sunflower
769.04,29.27,Red,8.5,33.04,Pulses
1005.83,29.02,Clay,3.85,24.95,Lentils
236.73,26.82,Clay,8.35,31.21,Wheat
427.51,17.3,Clay,1.66,17.79,Lentils
971.24,27.5,Loamy,9.96,37.78,Potato
1076.75,36.58,Black,3.64,27.48,Soybean
506.78,22.08,Sandy,5.77,21.06,Peanut
906.28,19.28,Loamy,9.02,33.18,Potato
606.11,18.57,Sandy,0.54,16.95,Maize
323.27,24.11,Sandy,5.46,19.51,Maize
599.45,30.15,Loamy,1.97,22.27,Tomato
652.66,16.71,Black,7.04,33.37,Sunflower
354.13,33.58,Loamy,2.11,17.85,Tomato
420.18,29.85,Loamy,6.65,27.92,Rice
444.04,24.99,Black,1.09,11.56,Soybean
475.53,31.01,Sandy,2.33,13.6,Maize
494.18,23.93,Red,7.29,27.19,Millet
1016.7,33.5,Sandy,4.02,27.77,Maize
845.85,29.51,Clay,3.63,25.5,Mustard
942.97,23.65,Red,4.6,29.03,Groundnut
1030.85,37.6,Clay,8.54,43.93,Mustard
1008.36,22.35,Sandy,1.7,22.26,Peanut
1173.07,35.77,Loamy,4.03,32.77,Sugarcane
295.38,20.63,Red,2.14,13.65,Millet
520.7,20.3,Red,2.53,16.9,Sorghum
1194.31,32.2,Clay,9.44,43.03,Barley
465.78,31.18,Black,6.46,28.92,Sunflower
866.42,25.07,Black,0.98,13.95,Chickpeas
909.29,31.75,Red,4.77,30.26,Sorghum
1149.42,39.99,Red,1.15,26.5,Pulses
200.22,28.75,Loamy,6.1,27.51,Rice
307.98,20.4,Sandy,6.26,20.39,Peanut
265.95,20.68,Red,2.24,16.83,Groundnut
930.15,37.6,Clay,1.29,22.64,Barley
521.52,33.57,Black,3.81,23.34,Chickpeas
1066.3,25.17,Black,6.95,33.29,Chickpeas
1089.05,21.56,Clay,6.22,29.75,Wheat
780.81,39.16,Sandy,9.03,37.12,Maize
540.66,24.63,Sandy,8.87,24.75,Peanut
986.42,15.68,Sandy,4.98,26.02,Peanut
266.07,29.3,Sandy,2.73,15.24,Cucumber
645.58,38.07,Sandy,2.14,25.0,Cucumber
255.66,17.08,Sandy,6.79,20.55,Maize
811.63,28.62,Black,8.67,33.65,Soybean
1087.08,27.13,Clay,5.15,29.78,Wheat
341.67,18.17,Sandy,3.03,18.83,Cucumber
651.88,27.12,Red,9.96,33.33,Groundnut
471.37,22.36,Sandy,0.91,13.77,Cucumber
801.97,37.16,Red,1.91,24.27,Pulses
1023.48,17.14,Loamy,2.48,26.63,Sugarcane
763.08,33.62,Black,0.81,23.63,Sunflower
277.1,28.15,Red,2.58,16.22,Sorghum
640.84,36.43,Sandy,4.46,24.35,Peanut
817.49,29.78,Sandy,5.0,27.75,Watermelon
371.58,36.41,Loamy,4.58,27.24,Rice
913.48,18.78,Sandy,1.8,20.28,Watermelon
390.33,21.99,Red,1.97,11.97,Pulses
1113.49,35.12,Loamy,6.87,39.56,Rice
714.3,30.19,Sandy,0.6,13.81,Maize
920.02,21.02,Sandy,6.16,27.52,Cucumber
1101.94,21.54,Clay,0.58,19.72,Barley
1019.42,28.13,Clay,3.68,27.92,Lentils
504.63,29.99,Sandy,0.78,16.6,Cucumber
1140.13,30.22,Loamy,1.3,21.72,Tomato
400.11,21.95,Sandy,9.7,25.85,Peanut
705.4,25.24,Clay,0.59,13.03,Mustard
1188.17,16.85,Clay,9.69,36.88,Mustard
310.19,20.17,Red,5.1,25.31,Millet
302.58,29.12,Sandy,5.12,18.41,Peanut
1151.61,22.06,Sandy,1.94,18.38,Maize
653.13,21.03,Loamy,1.96,16.29,Tomato
1030.61,32.61,Sandy,7.05,33.81,Cucumber
1139.09,23.71,Sandy,7.18,29.57,Maize
1051.11,25.27,Clay,4.08,24.33,Wheat
1091.55,15.39,Black,5.62,25.18,Chickpeas
1031.81,35.28,Red,7.29,34.15,Groundnut
918.48,33.35,Loamy,8.34,31.93,Sugarcane
645.76,29.02,Black,5.82,24.63,Sunflower
246.89,26.96,Sandy,8.2,26.13,Peanut
521.15,37.66,Red,6.8,34.72,Groundnut
960.03,36.33,Sandy,2.25,23.1,Maize
536.98,29.97,Clay,3.44,23.1,Mustard
773.04,20.51,Sandy,6.49,22.04,Maize
976.54,17.74,Red,0.66,18.72,Sorghum
717.62,32.06,Loamy,5.46,27.38,Rice
1160.36,32.93,Loamy,9.55,43.65,Tomato
659.69,33.77,Sandy,1.53,21.49,Maize
283.05,38.98,Clay,3.94,26.01,Mustard
307.35,25.77,Red,4.85,21.4,Millet
1191.22,35.05,Clay,8.4,39.11,Lentils
200.15,33.2,Red,2.97,16.02,Millet
1083.02,17.89,Clay,1.89,20.11,Wheat
894.43,35.18,Black,7.85,32.96,Soybean
1001.14,36.47,Red,1.58,20.78,Millet
706.0,23.13,Clay,4.79,23.48,Lentils
1134.28,19.72,Clay,2.85,21.11,Barley
763.26,36.52,Clay,5.5,29.57,Barley
324.36,31.44,Sandy,1.98,8.09,Maize
1043.51,18.9,Black,5.66,29.48,Chickpeas
546.45,35.98,Loamy,7.02,33.51,Rice
873.05,30.07,Loamy,1.63,25.44,Tomato
825.87,20.7,Loamy,2.57,25.56,Potato
718.53,18.54,Black,1.45,15.78,Soybean
600.05,20.04,Black,9.24,32.16,Chickpeas
828.72,37.93,Loamy,6.06,31.66,Tomato
508.85,33.41,Sandy,7.99,27.12,Cucumber
208.0,32.88,Clay,1.05,10.16,Lentils
1035.45,31.39,Red,7.21,33.46,Pulses
1195.51,16.13,Black,1.59,18.49,Chickpeas
851.01,38.48,Black,0.87,14.39,Chickpeas
541.35,34.15,Clay,8.49,33.2,Wheat
539.49,29.52,Black,3.73,19.09,Chickpeas
365.79,24.11,Red,4.6,17.02,Sorghum
1068.77,21.97,Black,6.45,29.52,Chickpeas
1052.25,16.76,Black,9.35,33.62,Soybean
806.82,27.36,Sandy,2.33,25.61,Watermelon
1066.89,31.28,Black,2.21,21.33,Chickpeas
944.16,30.07,Loamy,3.67,24.27,Tomato
807.97,18.36,Loamy,9.84,31.66,Potato
701.23,26.33,Black,8.7,31.7,Soybean
1072.98,15.14,Red,9.55,33.87,Sorghum
916.4,19.9,Loamy,7.44,26.76,Tomato
668.47,37.0,Clay,2.14,26.79,Barley
904.67,26.0,Black,5.47,25.58,Sunflower
751.05,35.62,Clay,8.9,35.37,Wheat
1102.95,34.84,Sandy,2.89,28.19,Maize
409.78,32.38,Loamy,3.6,21.12,Rice
312.67,19.76,Black,4.7,16.31,Sunflower
816.09,20.65,Red,6.1,28.77,Groundnut
543.25,37.03,Black,6.93,30.56,Cotton
672.31,18.62,Loamy,5.08,15.82,Rice
471.61,18.12,Clay,9.75,28.92,Barley
854.63,36.3,Sandy,6.45,31.26,Peanut
745.74,31.19,Clay,7.16,26.89,Barley
977.3,22.93,Red,7.27,33.51,Sorghum
557.26,16.39,Clay,9.02,31.69,Lentils
334.45,34.88,Sandy,3.67,25.5,Peanut
526.29,15.86,Red,6.27,26.31,Groundnut
1025.66,21.32,Red,4.41,20.31,Sorghum
1021.76,34.31,Red,7.21,34.4,Groundnut
465.79,18.5,Sandy,9.15,25.21,Watermelon
638.46,23.32,Red,8.84,30.51,Millet
788.71,16.06,Black,0.83,9.0,Sunflower
1086.82,35.67,Clay,8.03,35.52,Barley
479.64,24.13,Red,7.65,26.13,Pulses
1009.76,16.67,Loamy,3.9,20.02,Tomato
636.63,21.18,Black,6.01,32.07,Soybean
478.11,31.15,Sandy,8.26,30.6,Cucumber
668.94,32.07,Black,2.1,24.86,Soybean
692.53,28.28,Loamy,4.61,29.2,Tomato
940.61,31.47,Black,6.05,32.23,Chickpeas
408.71,25.13,Red,4.5,22.32,Pulses
214.43,35.78,Black,4.33,27.06,Cotton
873.97,29.0,Red,6.99,31.76,Millet
201.18,37.67,Loamy,3.58,20.96,Tomato
1172.97,38.14,Sandy,2.91,29.05,Cucumber
716.53,36.18,Clay,3.4,25.71,Mustard
233.23,36.32,Black,6.57,22.96,Soybean
262.91,34.22,Clay,9.86,27.83,Wheat
486.25,36.78,Clay,3.4,23.88,Mustard
446.38,27.78,Red,4.77,14.14,Millet
655.03,16.48,Black,1.58,12.94,Soybean
479.91,18.66,Loamy,1.89,16.67,Tomato
802.28,35.58,Clay,4.29,25.8,Barley
511.3,23.53,Red,0.51,12.71,Pulses
1151.2,20.34,Black,7.04,32.35,Chickpeas
311.5,27.09,Loamy,2.62,23.37,Rice
964.65,33.91,Red,9.49,39.25,Sorghum
368.13,20.05,Sandy,6.83,24.52,Peanut
477.23,33.57,Loamy,7.19,29.65,Tomato
233.47,36.04,Loamy,4.79,20.27,Tomato
1182.83,36.12,Red,4.82,32.56,Pulses
805.75,19.44,Black,8.65,32.48,Chickpeas
1158.52,19.96,Sandy,8.97,37.18,Cucumber
393.37,34.09,Black,5.68,25.16,Chickpeas
1010.9,24.58,Sandy,4.54,25.04,Maize
391.38,36.37,Clay,2.31,18.0,Wheat
1160.47,30.4,Clay,8.17,36.58,Wheat
1046.81,15.18,Clay,9.81,36.17,Wheat
1104.05,15.7,Clay,4.8,25.49,Wheat
835.33,35.14,Loamy,9.95,41.05,Potato
242.97,38.36,Sandy,7.51,30.42,Peanut
587.32,15.1,Loamy,6.62,25.73,Rice
823.98,32.21,Clay,3.36,27.46,Lentils
791.42,39.66,Loamy,7.81,35.16,Sugarcane
391.95,33.69,Black,7.03,31.22,Cotton
887.46,39.8,Black,5.34,29.63,Cotton
228.04,20.45,Clay,2.69,16.22,Lentils
858.09,30.99,Black,9.12,36.15,Soybean
1085.54,27.97,Clay,3.56,25.6,Lentils
746.39,38.21,Loamy,0.56,18.0,Sugarcane
644.05,30.21,Sandy,1.6,19.99,Peanut
483.97,30.23,Black,4.85,23.58,Sunflower
877.68,19.56,Red,3.39,22.52,Sorghum
1063.65,39.71,Red,4.43,32.2,Sorghum
690.8,37.17,Black,8.65,34.77,Soybean
781.36,16.21,Sandy,2.58,14.62,Cucumber
917.25,20.07,Red,7.36,26.38,Groundnut
796.02,22.14,Sandy,3.51,22.16,Maize
1115.71,27.92,Sandy,6.02,33.59,Peanut
294.68,15.94,Red,3.69,12.75,Sorghum
286.59,30.03,Red,9.79,33.29,Sorghum
886.63,18.85,Loamy,5.9,16.68,Rice
954.48,32.83,Black,4.49,29.19,Cotton
670.67,36.66,Red,5.71,28.86,Pulses
880.01,36.43,Sandy,1.51,22.29,Watermelon
1157.98,22.17,Clay,8.54,35.78,Barley
1003.15,17.85,Red,1.49,22.41,Sorghum
538.96,28.35,Red,3.45,24.33,Millet
399.75,36.19,Sandy,3.05,19.12,Watermelon
1113.46,36.39,Loamy,7.52,34.49,Potato
1145.26,25.81,Clay,7.95,33.19,Mustard
698.85,20.22,Sandy,8.14,34.41,Maize
1173.78,19.8,Black,9.87,39.55,Soybean
508.88,37.06,Clay,7.24,33.76,Mustard
722.6,39.51,Red,5.76,29.39,Groundnut
783.52,29.06,Clay,9.29,38.48,Lentils
962.28,21.02,Sandy,6.52,31.8,Watermelon
908.66,22.44,Clay,3.05,19.17,Barley
442.06,26.08,Loamy,7.02,26.33,Potato
1065.65,20.33,Loamy,3.04,23.93,Potato
884.11,18.48,Sandy,1.45,16.88,Maize
649.31,30.73,Red,7.73,30.32,Sorghum
565.28,39.96,Clay,3.64,22.5,Mustard
215.49,33.06,Red,5.28,24.81,Pulses
700.8,27.01,Clay,3.31,21.92,Barley
403.13,23.26,Red,5.2,24.59,Millet
517.99,26.27,Loamy,1.59,17.67,Tomato
1080.81,30.71,Loamy,5.33,30.48,Sugarcane
1099.66,30.13,Sandy,3.59,30.39,Maize
1086.44,21.0,Sandy,3.88,26.8,Cucumber
382.81,25.36,Sandy,6.32,21.56,Peanut
940.9,25.24,Clay,4.39,26.6,Wheat
278.56,36.36,Loamy,9.41,32.28,Tomato
467.83,23.09,Red,7.35,25.57,Groundnut
945.61,39.39,Sandy,7.22,33.99,Cucumber
1009.87,24.44,Black,9.67,37.25,Sunflower
926.08,18.35,Sandy,7.35,27.95,Watermelon
615.65,16.27,Sandy,4.82,16.57,Cucumber
699.56,21.28,Clay,2.68,17.64,Mustard
402.97,34.57,Loamy,2.44,15.26,Tomato
503.6,21.33,Loamy,3.7,19.36,Potato
990.62,15.88,Clay,6.67,22.74,Wheat
571.43,36.52,Black,3.1,25.09,Cotton
340.49,29.62,Clay,5.08,26.92,Barley
327.72,18.57,Sandy,2.4,11.26,Cucumber
743.59,18.54,Black,5.56,21.83,Cotton
1063.31,18.07,Red,5.57,22.25,Millet
648.71,31.6,Sandy,2.82,21.16,Maize
929.62,31.92,Clay,4.23,23.18,Wheat
342.13,36.66,Loamy,9.82,33.39,Potato
254.24,39.67,Clay,7.15,24.61,Wheat
1072.24,22.58,Loamy,5.05,24.91,Potato
771.93,25.2,Black,0.75,17.24,Soybean
804.49,21.52,Clay,4.82,19.46,Barley
446.57,39.37,Loamy,7.59,32.23,Tomato
1029.46,18.0,Clay,5.3,20.46,Mustard
671.33,16.7,Red,3.34,18.69,Sorghum
1161.99,34.13,Black,0.7,24.18,Chickpeas
967.93,20.24,Loamy,9.78,31.03,Potato
468.31,24.84,Clay,1.55,18.34,Wheat
730.39,17.82,Loamy,5.87,18.37,Sugarcane
696.99,32.85,Loamy,3.41,24.93,Potato
618.16,32.2,Loamy,0.54,18.76,Tomato
813.52,16.64,Clay,1.79,14.49,Barley
549.41,29.82,Black,8.34,31.45,Sunflower
424.2,28.86,Red,3.6,21.97,Sorghum
287.06,26.52,Sandy,3.11,19.66,Cucumber
208.61,30.97,Black,7.31,26.63,Soybean
1031.45,33.13,Sandy,2.95,29.88,Cucumber
1014.48,20.26,Red,5.9,23.25,Groundnut
1067.3,38.49,Black,4.67,25.33,Sunflower
313.59,39.68,Red,1.33,14.49,Millet
345.03,20.74,Sandy,9.29,26.08,Cucumber
570.25,27.93,Clay,0.97,16.76,Mustard
1109.74,39.61,Red,7.91,39.11,Groundnut
836.44,18.7,Red,7.46,28.1,Groundnut
293.77,28.96,Loamy,9.98,31.08,Potato
313.52,39.41,Loamy,6.04,33.49,Sugarcane
780.51,30.26,Black,6.3,25.7,Cotton
1064.95,15.17,Clay,1.47,15.48,Mustard
646.19,27.63,Red,7.2,29.57,Groundnut
679.46,15.65,Black,0.55,9.6,Sunflower
813.96,27.15,Clay,6.71,31.68,Mustard
1005.99,26.8,Loamy,0.69,22.69,Sugarcane
334.6,28.01,Loamy,2.62,19.82,Sugarcane
428.87,33.42,Clay,2.83,24.09,Lentils
696.06,35.31,Black,8.27,35.4,Cotton
1006.27,17.22,Red,5.49,32.04,Millet
867.93,37.65,Clay,9.68,38.69,Mustard
315.54,24.4,Clay,3.54,14.86,Mustard
1153.8,35.14,Loamy,7.2,35.86,Tomato
735.25,30.59,Black,8.79,35.43,Soybean
700.28,23.09,Black,9.92,34.66,Cotton
966.19,16.66,Red,6.27,28.2,Groundnut
656.1,17.01,Black,4.32,12.95,Cotton
362.82,38.81,Loamy,0.56,17.34,Tomato
718.16,30.37,Clay,5.87,30.73,Mustard
1039.99,35.69,Clay,6.04,36.28,Lentils
463.55,27.57,Clay,2.85,18.37,Lentils
674.1,16.88,Sandy,6.77,25.1,Cucumber
830.91,38.91,Loamy,4.68,29.74,Sugarcane
1043.35,25.7,Loamy,9.4,40.6,Potato
551.84,30.02,Black,6.41,31.45,Chickpeas
1103.86,38.53,Sandy,9.57,39.32,Maize
1061.71,34.0,Red,6.6,37.09,Pulses
1020.94,25.97,Red,4.53,23.68,Millet
945.59,17.31,Red,7.43,34.94,Pulses
219.22,18.24,Clay,1.18,11.55,Wheat
690.31,39.81,Black,7.49,29.73,Sunflower
653.82,25.93,Clay,0.94,13.34,Barley
389.75,20.81,Black,2.45,13.4,Chickpeas
1075.81,39.64,Sandy,4.62,29.75,Maize
561.66,39.43,Sandy,8.23,34.45,Peanut
1066.48,27.75,Loamy,6.26,26.08,Rice
1158.71,20.91,Sandy,5.23,32.18,Cucumber
597.24,30.95,Black,3.46,23.62,Chickpeas
684.98,24.59,Clay,6.7,26.97,Wheat
454.6,32.85,Sandy,4.98,30.64,Peanut
747.81,34.66,Sandy,8.02,36.77,Cucumber
560.65,35.74,Black,1.61,20.13,Sunflower
1007.55,18.63,Red,3.23,20.35,Pulses
315.19,25.35,Loamy,5.46,19.66,Rice
1041.68,39.17,Sandy,9.39,40.21,Peanut
302.65,38.41,Red,8.19,32.32,Groundnut
433.95,24.53,Sandy,7.51,19.96,Maize
829.9,23.13,Loamy,7.13,32.82,Rice
584.15,26.05,Clay,8.49,28.26,Barley
1177.87,37.29,Loamy,1.17,22.53,Potato
894.12,21.56,Black,2.78,20.99,Soybean
437.34,28.79,Black,9.25,28.39,Soybean
287.53,18.19,Clay,1.78,12.31,Barley
791.68,22.21,Red,4.09,24.09,Millet
937.4,18.52,Loamy,1.33,12.32,Sugarcane
414.93,26.9,Clay,5.14,24.24,Lentils
